date,open,close
2024-11-05,570.74,576.7
2024-11-06,589.2,591.04
2024-11-07,593.08,595.61
2024-11-08,596.17,598.19
2024-11-11,599.81,598.76
2024-11-12,598.68,596.9
2024-11-13,597.37,597.19
2024-11-14,597.32,593.35
2024-11-15,589.72,585.75
2024-11-18,586.22,588.15
2024-11-19,584.71,590.3
2024-11-20,590.38,590.5
2024-11-21,593.4,593.67
2024-11-22,593.66,595.51
2024-11-25,599.52,597.53
2024-11-26,598.8,600.65
2024-11-27,600.46,598.83
2024-11-29,599.66,602.55
2024-12-02,602.97,603.63
2024-12-03,603.39,603.91
2024-12-04,605.63,607.66
2024-12-05,607.66,606.66
2024-12-06,607.44,607.81
2024-12-09,607.69,604.68
2024-12-10,605.37,602.8
2024-12-11,605.78,607.46
